year,t,Rin,Rli,p,Ta,u,ea
2019,120.4375,0,223.6392,94.753,-2.0563,1.9284,0.48757
2019,120.4583333,0,221.5434,94.752,-2.3205,2.2047,0.4897
2019,120.4791667,0,219.7425,94.747,-2.5375,2.7097,0.48912
2019,120.5,23.078067,222.9017,94.746,-2.8775,2.6446,0.48148
2019,120.5208333,65.361434,220.6213,94.742,-2.6629,2.2489,0.48288
2019,120.5416667,147.5808,232.3604,94.759,-2.1342,1.7906,0.4861
2019,120.5625,182.22717,248.9598,94.773,-1.1681,2.489,0.49723
2019,120.5833333,215.01353,266.4755,94.794,-0.81227,2.7508,0.49876
2019,120.6041667,280.4099,247.0874,94.793,-0.3513,2.2188,0.49781
2019,120.625,342.07627,240.1058,94.783,0.30221,1.7161,0.48882
2019,120.6458333,485.79264,234.1519,94.788,1.2666,1.7759,0.4553
2019,120.6666667,596.359,228.8575,94.785,2.0873,1.7007,0.41936
2019,120.6875,676.31537,232.3598,94.776,2.3718,2.8389,0.33457
2019,120.7083333,574.37174,258.2419,94.768,3.1563,1.6176,0.31785
2019,120.7291667,556.5681,284.4712,94.758,3.8537,2.266,0.32929
2019,120.75,351.96447,300.4478,94.756,3.6072,3.2318,0.34262
2019,120.7708333,484.52084,297.3684,94.75,3.6858,2.2666,0.35775
2019,120.7916667,456.6972,304.3271,94.749,3.8845,3.1743,0.37325
2019,120.8125,558.18357,298.2618,94.75,3.4906,3.8009,0.41719
2019,120.8333333,491.57994,298.3935,94.737,3.6167,3.4316,0.45177
2019,120.8541667,712.5563,262.2591,94.704,4.2355,3.6092,0.45422
2019,120.875,356.64267,301.0015,94.697,4.4141,3.8864,0.46571
2019,120.8958333,177.07904,316.3779,94.72,2.6619,3.5063,0.53459
2019,120.9166667,267.2754,305.2224,94.748,1.0104,4.6404,0.56869
2019,120.9375,214.85177,291.586,94.752,-0.11294,5.4893,0.53684
2019,120.9583333,236.07814,279.9297,94.768,-1.4693,5.9431,0.47161
2019,120.9791667,157.76451,280.3682,94.805,-2.4395,6.0874,0.46302
2019,121,128.91087,284.6241,94.826,-2.9699,5.632,0.44004
2019,121.0208333,52.696239,290.438,94.858,-3.4281,5.1128,0.44167
2019,121.0416667,37.455606,290.9214,94.888,-4.0612,4.8018,0.42429
2019,121.0625,34.180973,286.9148,94.907,-5.039,5.4997,0.39907
2019,121.0833333,18.41674,285.0778,94.921,-5.4454,4.0596,0.38717
2019,121.1041667,6.6018065,284.3317,94.931,-5.8106,4.7302,0.37652
2019,121.125,0,283.2175,94.945,-6.0634,4.1952,0.36889
2019,121.1458333,0,281.1654,94.949,-6.0235,3.5246,0.36672
2019,121.1666667,0,272.6061,94.969,-5.8447,2.879,0.36516
2019,121.1875,0,250.9953,94.973,-5.8852,2.1919,0.36327
2019,121.2083333,0,236.4059,94.972,-6.1534,3.0856,0.3595
2019,121.2291667,0,247.9807,94.968,-6.6261,3.9071,0.32656
2019,121.25,0,239.8468,94.986,-7.0245,3.2968,0.29916
2019,121.2708333,0,234.9632,94.998,-7.3715,2.6989,0.29051
2019,121.2916667,0,218.541,95.004,-7.7918,2.6446,0.28142
2019,121.3125,0,196.1,95.014,-8.1577,1.857,0.27074
2019,121.3333333,0,196.3707,95.012,-8.5901,2.4027,0.25366
2019,121.3541667,0,194.873,95.015,-8.8694,2.1173,0.24855
2019,121.375,0,190.5631,95.021,-9.0442,2.4863,0.24578
2019,121.3958333,0,189.834,95.029,-9.3817,2.4764,0.24149
2019,121.4166667,0,187.891,95.027,-9.7615,1.9124,0.23668
2019,121.4375,0,189.3601,95.042,-10.227,1.0325,0.23113
2019,121.4583333,0,188.1611,95.043,-10.177,2.4875,0.22455
2019,121.4791667,0,182.7078,95.04,-10.347,2.942,0.21561
2019,121.5,15.779729,180.1355,95.032,-10.329,2.614,0.21286
2019,121.5208333,74.096118,181.7868,95.038,-10.007,2.5938,0.21269
2019,121.5416667,152.44641,186.6209,95.055,-8.8723,1.2923,0.2261
2019,121.5625,223.8687,186.8302,95.064,-8.125,2.2083,0.22863
2019,121.5833333,307.81098,187.9301,95.07,-7.6114,1.8055,0.22642
2019,121.6041667,387.10327,190.4164,95.064,-6.8747,1.3487,0.22947
2019,121.625,467.26556,191.0514,95.048,-6.3202,2.1743,0.21284
2019,121.6458333,545.55785,192.3585,95.037,-5.9055,2.2638,0.20259
2019,121.6666667,612.44014,196.2571,95.024,-4.9548,1.7423,0.23827
2019,121.6875,674.98243,198.4977,95.006,-4.2172,1.5257,0.24283
2019,121.7083333,732.05472,202.9798,94.996,-3.4708,1.6949,0.25019
2019,121.7291667,784.26701,207.9588,94.988,-2.8739,2.1273,0.25402
2019,121.75,825.06929,210.2903,94.974,-2.3411,2.3531,0.24511
2019,121.7708333,686.50158,222.9017,94.933,-1.5763,1.4355,0.23959
2019,121.7916667,679.59387,234.5104,94.887,-1.1645,1.7501,0.25375
2019,121.8125,838.60616,227.3233,94.839,-0.32196,2.758,0.23112
2019,121.8333333,775.13845,231.3235,94.822,-0.0598,2.7675,0.22388
2019,121.8541667,769.39074,232.7678,94.802,0.58686,2.6503,0.21904
2019,121.875,633.15303,245.0862,94.772,1.3574,2.8134,0.21222
2019,121.8958333,487.55532,269.2486,94.748,1.6945,2.6712,0.21901
2019,121.9166667,332.55761,275.2282,94.725,1.6701,2.4249,0.22582
2019,121.9375,353.94989,280.957,94.686,1.9294,2.3135,0.23245
2019,121.9583333,271.19218,283.374,94.671,2.1996,3.2933,0.23674
2019,121.9791667,156.86447,290.0757,94.679,1.6253,4.4274,0.2465
2019,122,113.90676,294.4491,94.687,0.81385,4.4951,0.31586
2019,122.0208333,99.076049,291.4197,94.652,0.46265,4.0078,0.34176
2019,122.0416667,54.348338,291.5546,94.614,0.47967,3.6617,0.33877
2019,122.0625,22.752627,297.5382,94.587,0.16219,4.1694,0.35852
2019,122.0833333,6.6610957,299.889,94.578,-0.72048,4.3787,0.40332
2019,122.1041667,7.3088945,289.4431,94.554,-2.1676,3.4076,0.46683
2019,122.125,0,283.9202,94.518,-2.0416,3.2457,0.45774
2019,122.1458333,0,278.4256,94.453,-1.8697,4.0165,0.44006
2019,122.1666667,0,284.8156,94.414,-1.6022,4.0484,0.41021
2019,122.1875,0,292.7605,94.394,-1.2735,4.1067,0.38151
2019,122.2083333,0,290.853,94.344,-0.9857,5.2237,0.34621
2019,122.2291667,0,291.9729,94.397,-0.80292,2.6636,0.32601
2019,122.25,0,295.2345,94.376,-0.85892,3.3365,0.32226
2019,122.2708333,0,297.331,94.349,-1.4454,4.0313,0.34699
2019,122.2916667,0,297.3835,94.316,-2.9056,4.6857,0.43859
2019,122.3125,0,296.9556,94.301,-3.1798,4.0153,0.45555
2019,122.3333333,0,298.306,94.28,-3.2252,3.8514,0.46288
2019,122.3541667,0,298.4262,94.272,-3.2139,2.6399,0.46304
2019,122.375,0,299.2597,94.244,-3.1753,3.2521,0.4657
2019,122.3958333,0,299.7508,94.22,-3.1167,2.8834,0.46723
2019,122.4166667,0,299.9938,94.226,-3.0253,2.5441,0.47119
2019,122.4375,0,300.7705,94.211,-2.9762,2.9862,0.47316
2019,122.4583333,0,301.2216,94.199,-2.8563,2.4742,0.47973
2019,122.4791667,0.032698542,301.6003,94.187,-2.735,2.3777,0.48807
2019,122.5,9.2424504,302.4286,94.178,-2.572,2.4327,0.5007
2019,122.5208333,21.871302,303.3695,94.171,-2.391,2.0555,0.51311
2019,122.5416667,43.231854,304.513,94.173,-2.12,2.2283,0.52563
2019,122.5625,63.912406,305.5626,94.175,-1.8115,2.2696,0.53788
2019,122.5833333,69.078958,306.6748,94.178,-1.4596,1.7462,0.55025
2019,122.6041667,137.27951,307.1574,94.163,-1.2031,2.1291,0.55497
2019,122.625,166.44706,307.0981,94.132,-0.57143,2.1304,0.56838
2019,122.6458333,177.32461,303.5611,94.112,-0.02887,2.2141,0.58008
2019,122.6666667,160.44217,304.8778,94.103,0.27282,1.0712,0.58074
2019,122.6875,140.08972,311.6143,94.111,0.82277,1.3847,0.59217
2019,122.7083333,175.16727,312.9397,94.123,0.87079,1.825,0.58738
2019,122.7291667,229.37482,313.3441,94.143,1.3109,1.4492,0.58368
2019,122.75,168.82237,312.258,94.135,1.8208,1.3527,0.59017
2019,122.7708333,178.75992,310.4952,94.135,1.7376,2.4354,0.58528
2019,122.7916667,243.74748,310.2989,94.116,1.8031,3.2936,0.58234
2019,122.8125,137.27503,312.8433,94.099,1.5578,3.9156,0.57016
2019,122.8333333,179.24258,309.6006,94.082,1.3717,4.6106,0.58435
2019,122.8541667,103.71313,313.3244,94.076,1.0129,3.6423,0.59263
2019,122.875,147.68768,313.3227,94.054,0.61698,3.5998,0.60344
2019,122.8958333,118.21524,309.617,94.024,0.41254,4.2849,0.60372
2019,122.9166667,58.591788,309.9031,94.044,-0.03972,4.2323,0.58945
2019,122.9375,33.32034,311.6915,94.07,-0.6063,4.9177,0.57707
2019,122.9583333,21.723892,310.6538,94.069,-0.99215,4.7965,0.56892
2019,122.9791667,20.898444,309.7348,94.073,-1.1006,4.5114,0.56592
2019,123,26.868995,310.1815,94.079,-1.2094,5.0055,0.56148
2019,123.0208333,30.903547,309.1488,94.089,-1.352,4.6068,0.55552
2019,123.0416667,39.993099,309.073,94.076,-1.3166,4.2864,0.55723
2019,123.0625,59.268651,308.7395,94.068,-1.2093,3.9634,0.56186
2019,123.0833333,57.998203,289.4011,94.084,-1.3413,4.5895,0.55563
2019,123.1041667,20.779755,244.4,94.11,-1.882,4.4561,0.53259
2019,123.125,0,288.2936,94.136,-2.1319,4.3181,0.52265
2019,123.1458333,0,294.825,94.139,-2.0151,3.7119,0.52758
2019,123.1666667,0,293.8046,94.149,-2.2688,4.8126,0.51637
2019,123.1875,0,296.4758,94.179,-2.529,3.9398,0.50554
2019,123.2083333,0,291.8856,94.169,-2.6292,3.8359,0.50178
2019,123.2291667,0,267.3484,94.163,-3.1023,4.1502,0.48257
2019,123.25,0,225.8681,94.135,-3.4375,3.8197,0.46996
2019,123.2708333,0,227.8227,94.115,-3.6238,2.9256,0.46318
2019,123.2916667,0,270.3886,94.125,-3.6226,2.1292,0.46288
2019,123.3125,0,280.6341,94.121,-3.7721,2.7022,0.4569
2019,123.3333333,0,277.802,94.096,-3.9224,3.1047,0.4512
2019,123.3541667,0,289.0679,94.072,-3.9231,2.0873,0.45176
2019,123.375,0,287.6554,94.06,-3.9326,2.6066,0.45069
2019,123.3958333,0,287.414,94.041,-4.0616,2.0784,0.44601
2019,123.4166667,0,287.5969,94.047,-4.2057,2.2391,0.44058
2019,123.4375,0,288.0346,94.083,-4.4211,2.2858,0.43314
2019,123.4583333,0,288.9764,94.065,-4.4762,2.5586,0.43149
2019,123.4791667,1.0743092,255.5774,94.046,-4.6748,2.9265,0.42382
2019,123.5,22.276438,217.0031,94.025,-4.9339,1.9748,0.41485
2019,123.5208333,51.327967,246.35,94.049,-4.8723,1.4808,0.41617
2019,123.5416667,50.446497,268.293,94.044,-4.7186,1.0243,0.42238
2019,123.5625,74.343026,292.8242,94,-4.3766,0.75277,0.43425
2019,123.5833333,82.588555,296.0883,93.981,-3.9296,0.86753,0.44892
2019,123.6041667,73.835084,297.0477,93.984,-3.7692,1.4083,0.45553
2019,123.625,75.346613,296.6494,93.972,-3.5424,1.855,0.4639
2019,123.6458333,100.42314,302.8049,93.936,-3.388,1.5231,0.47065
2019,123.6666667,184.72767,309.0006,93.914,-2.9243,1.41,0.48858
2019,123.6875,217.1792,307.6097,93.9,-2.2151,1.2891,0.51549
2019,123.7083333,257.50073,318.4614,93.863,-1.3974,1.0005,0.55078
2019,123.7291667,279.04226,314.3021,93.808,-0.59358,1.3255,0.58555
2019,123.75,108.38379,310.7717,93.776,-0.66705,1.5845,0.58356
2019,123.7708333,123.17532,303.5899,93.752,-0.65724,1.6935,0.58459
2019,123.7916667,118.72685,304.1015,93.728,-0.48397,1.9816,0.59134
2019,123.8125,81.688376,305.1966,93.717,-0.65585,2.9821,0.58511
2019,123.8333333,95.669905,308.3461,93.702,-0.52909,3.3243,0.59079
2019,123.8541667,80.875434,309.0078,93.695,-0.42486,3.2983,0.59529
2019,123.875,121.72296,310.6925,93.667,-0.25233,3.1448,0.6028
2019,123.8958333,184.53449,310.6911,93.623,-0.03533,3.4791,0.61236
2019,123.9166667,208.00602,307.5049,93.597,0.42013,3.3053,0.62766
2019,123.9375,136.90755,302.1909,93.579,0.80085,2.3944,0.62689
2019,123.9583333,61.02008,315.5569,93.565,0.23399,3.5105,0.61293
2019,123.9791667,178.86061,305.5433,93.559,0.16965,4.0034,0.60357
2019,124,210.42214,301.4198,93.543,0.41928,4.4317,0.59831
2019,124.0208333,108.50367,306.7976,93.535,-0.15992,3.8999,0.59184
2019,124.0416667,47.792197,308.4235,93.54,-0.23056,5.7331,0.59037
2019,124.0625,26.523726,309.1461,93.576,-0.65134,6.776,0.57818
2019,124.0833333,15.283355,307.4221,93.646,-1.1042,8.2816,0.56281
2019,124.1041667,13.219684,292.4285,93.738,-1.18,5.7972,0.55007
2019,124.125,0,293.7921,93.821,-1.1752,5.0679,0.55524
2019,124.1458333,0,248.0515,93.857,-1.3564,3.7901,0.54709
2019,124.1666667,0,233.1064,93.879,-1.6523,3.2268,0.53218
2019,124.1875,0,249.5627,93.889,-1.8386,3.0804,0.52574
2019,124.2083333,0,259.7982,93.885,-1.6163,4.5408,0.53368
2019,124.2291667,0,271.265,93.895,-1.3204,4.2904,0.54637
2019,124.25,0,230.4907,93.921,-1.3181,4.0719,0.54518
2019,124.2708333,0,220.4575,93.941,-1.5411,4.2531,0.53475
2019,124.2916667,0,232.8407,93.974,-1.7393,4.9003,0.52124
2019,124.3125,0,236.2084,94.009,-1.8798,4.7656,0.50293
2019,124.3333333,0,211.7725,94.033,-2.464,4.7889,0.47012
2019,124.3541667,0,208.938,94.048,-3.0519,4.4531,0.45166
2019,124.375,0,207.4604,94.044,-3.3836,5.208,0.43258
2019,124.3958333,0,206.9161,94.049,-3.736,4.9255,0.42247
2019,124.4166667,0,206.9101,94.061,-3.9483,5.3674,0.41561
2019,124.4375,0,233.534,94.07,-4.0721,5.9502,0.41039
2019,124.4583333,0,281.8037,94.074,-3.9589,4.6134,0.41776
2019,124.4791667,3.7639317,286.0262,94.084,-3.9003,4.7007,0.41746
2019,124.5,12.50571,285.7291,94.084,-3.9146,5.0808,0.41509
2019,124.5208333,29.849288,286.3749,94.09,-3.7787,4.9153,0.41609
2019,124.5416667,58.314467,286.231,94.104,-3.689,5.1102,0.41888
2019,124.5625,96.205645,285.8654,94.107,-3.4874,3.8816,0.43253
2019,124.5833333,120.34882,287.485,94.125,-3.2262,3.8485,0.44522
2019,124.6041667,157.068,289.069,94.134,-2.9096,3.9155,0.45485
2019,124.625,149.39718,290.829,94.145,-2.7547,4.6126,0.45447
2019,124.6458333,206.37636,291.7721,94.152,-2.4056,4.57,0.46022
2019,124.6666667,232.47554,292.3044,94.153,-2.0648,4.5398,0.46491
2019,124.6875,190.96471,291.1086,94.158,-1.893,4.1793,0.47002
2019,124.7083333,184.99389,292.8791,94.163,-1.769,5.1302,0.46159
2019,124.7291667,164.33307,294.5791,94.174,-1.6743,4.1461,0.47107
2019,124.75,265.58225,294.5733,94.188,-1.3345,4.1468,0.48138
2019,124.7708333,351.46143,292.5608,94.191,-1.1052,4.7556,0.4869
2019,124.7916667,425.48061,291.4664,94.183,-0.61658,5.5576,0.48555
2019,124.8125,614.40978,272.4366,94.182,-0.1265,5.305,0.49252
2019,124.8333333,472.85896,292.1055,94.192,0.47587,4.9032,0.50557
2019,124.8541667,556.39814,285.5556,94.215,0.06075,5.3403,0.51033
2019,124.875,359.05732,296.2569,94.216,0.61055,4.9254,0.509
2019,124.8958333,259.1365,288.1499,94.226,0.48341,4.8391,0.50275
2019,124.9166667,251.52568,295.701,94.226,1.0425,4.5011,0.50514
2019,124.9375,293.16485,297.9644,94.246,1.0611,5.6034,0.49455
2019,124.9583333,445.06403,277.6276,94.261,1.4575,4.6709,0.52207
2019,124.9791667,144.29321,300.0806,94.28,0.85738,4.0841,0.54238
2019,125,86.97439,304.6022,94.315,0.21721,4.0521,0.562
2019,125.0208333,119.32157,294.3303,94.348,-0.26148,3.6782,0.57453
2019,125.0416667,70.556747,305.4292,94.371,-0.20899,3.3826,0.58083
2019,125.0625,67.299925,296.2199,94.411,-0.48819,3.1923,0.57054
2019,125.0833333,41.178103,292.3125,94.451,-0.63688,3.8456,0.54469
2019,125.1041667,14.917482,289.0714,94.483,-0.96346,3.6039,0.50992
2019,125.125,0,292.1368,94.524,-1.0759,3.3847,0.49146
2019,125.1458333,0,293.2583,94.561,-1.4955,3.9721,0.47871
2019,125.1666667,0,297.6667,94.604,-2.403,3.2108,0.47262
2019,125.1875,0,293.4094,94.632,-2.6839,2.4702,0.478
2019,125.2083333,0,277.3177,94.651,-2.7063,2.7321,0.46498
2019,125.2291667,0,237.4661,94.667,-2.9835,2.2293,0.45991
2019,125.25,0,250.1887,94.674,-3.1586,2.2064,0.45426
2019,125.2708333,0,267.3551,94.691,-3.2393,2.4236,0.45441
2019,125.2916667,0,283.078,94.702,-3.2404,2.2634,0.45961
2019,125.3125,0,264.92,94.71,-3.2927,1.9556,0.46343
2019,125.3333333,0,278.4534,94.726,-3.2862,2.1206,0.46747
2019,125.3541667,0,278.0017,94.736,-3.0914,2.5938,0.46688
2019,125.375,0,281.2767,94.751,-3.0586,2.6726,0.46398
2019,125.3958333,0,287.9735,94.776,-3.1515,2.8026,0.46068
2019,125.4166667,0,289.5712,94.788,-3.2667,2.0299,0.46381
2019,125.4375,0,285.0517,94.801,-3.3191,2.3039,0.46465
2019,125.4583333,0,284.2746,94.819,-3.3782,2.422,0.46204
2019,125.4791667,6.9078137,278.0293,94.837,-3.4388,2.6514,0.45619
2019,125.5,15.003941,270.6542,94.857,-3.5605,2.383,0.45201
2019,125.5208333,28.293168,267.9511,94.884,-3.648,2.3071,0.44985
2019,125.5416667,49.283595,237.2262,94.907,-3.6595,2.106,0.44627
2019,125.5625,68.957022,237.3905,94.932,-3.7778,2.654,0.44108
2019,125.5833333,97.540449,266.4054,94.955,-3.6698,2.8086,0.4458
2019,125.6041667,135.85788,276.2783,94.969,-3.4563,3.4081,0.45127
2019,125.625,205.9423,278.5012,94.983,-3.2058,3.435,0.45231
2019,125.6458333,361.14673,270.363,94.992,-2.512,2.6841,0.46333
2019,125.6666667,549.15116,260.9161,94.993,-1.8832,3.7326,0.46064
2019,125.6875,414.83558,265.449,94.998,-1.4544,3.8433,0.45046
2019,125.7083333,383.30001,287.4658,94.995,-1.0187,2.9292,0.44222
2019,125.7291667,388.52444,291.0435,94.988,-0.63261,2.9908,0.4352
2019,125.75,269.88887,293.8908,94.986,-0.45024,2.9773,0.42781
2019,125.7708333,296.69329,293.4811,94.988,-0.30349,2.4636,0.41366
2019,125.7916667,272.59772,295.4712,94.989,0.158,2.4969,0.42296
2019,125.8125,258.45215,292.4947,94.989,0.21293,2.6579,0.40958
2019,125.8333333,302.73657,292.5752,94.986,0.54254,2.4192,0.40863
2019,125.8541667,263.931,294.416,94.982,0.72606,2.779,0.41221
2019,125.875,378.98543,290.5494,94.975,1.168,1.7545,0.398
2019,125.8958333,333.44986,289.9364,94.969,1.3115,1.9152,0.3916
2019,125.9166667,414.34428,279.8314,94.96,1.6983,2.1161,0.39093
2019,125.9375,308.00871,294.3632,94.96,1.8517,2.5603,0.39286
2019,125.9583333,157.81314,294.7499,94.971,1.454,2.7789,0.39559
2019,125.9791667,149.05756,293.3697,94.99,1.5938,1.598,0.40857
2019,126,164.66199,291.2012,94.996,1.7146,1.837,0.40065
2019,126.0208333,140.04642,292.6553,95.005,1.7845,1.7162,0.39223
2019,126.0416667,112.84084,289.0838,95.005,1.9445,1.2273,0.38196
2019,126.0625,70.205272,286.7021,95.013,1.8605,1.4455,0.37059
2019,126.0833333,33.137699,286.2634,95.018,1.7361,1.3746,0.37971
2019,126.1041667,7.4029259,274.5267,95.032,1.4609,1.1038,0.38579
2019,126.125,0,290.8009,95.056,1.3076,0.94287,0.38922
2019,126.1458333,0,295.9155,95.07,1.3183,0.96673,0.3886
2019,126.1666667,0,284.9737,95.077,1.0905,1.5945,0.39118
2019,126.1875,0,267.3565,95.071,0.96011,1.7066,0.38183
2019,126.2083333,0,271.4333,95.059,0.77277,1.3937,0.38396
2019,126.2291667,0,255.1644,95.061,0.51151,1.2066,0.38924
2019,126.25,0,235.3385,95.066,0.61408,2.2323,0.38026
2019,126.2708333,0,227.1001,95.07,0.27474,1.5492,0.38201
2019,126.2916667,0,228.4466,95.078,-0.06173,1.6688,0.38196
2019,126.3125,0,229.8073,95.078,-0.01877,2.0139,0.37142
2019,126.3333333,0,256.5626,95.087,-0.43596,1.6665,0.36995
2019,126.3541667,0,277.2233,95.087,-1.2913,1.3689,0.3821
2019,126.375,0,285.1356,95.091,-1.6567,1.4506,0.38779
2019,126.3958333,0,286.221,95.099,-2.1518,0.28466,0.39364
2019,126.4166667,0,285.1769,95.103,-2.2062,0.54956,0.39507
2019,126.4375,0,286.4314,95.123,-2.5957,0.77111,0.41609
2019,126.4583333,0,289.6416,95.138,-2.2126,0.75599,0.41599
2019,126.4791667,0,293.3147,95.147,-1.8534,0.20266,0.40762
2019,126.5,3.8420214,286.1718,95.146,-0.98697,1.2949,0.41546
2019,126.5208333,32.922065,276.4357,95.148,-1.6915,1.2209,0.43271
2019,126.5416667,62.277509,277.2565,95.165,-1.8318,1.557,0.43993
2019,126.5625,117.30295,265.682,95.194,-1.3752,2.0755,0.44653
2019,126.5833333,232.4004,242.6904,95.199,-0.5015,1.5103,0.43821
2019,126.6041667,426.27784,233.4925,95.2,1.0969,1.4358,0.42627
2019,126.625,409.74529,262.6716,95.203,2.1406,1.5076,0.41602
2019,126.6458333,155.15273,282.1178,95.207,1.4937,2.2248,0.39945
2019,126.6666667,214.74017,268.9532,95.211,1.7106,0.94266,0.38898
2019,126.6875,372.04762,274.1304,95.204,2.6276,1.5256,0.38421
2019,126.7083333,309.04506,274.7146,95.195,2.8467,1.4728,0.36803
2019,126.7291667,247.25251,258.4734,95.19,2.8608,1.5838,0.36384
2019,126.75,712.31995,273.7592,95.174,4.0493,2.0232,0.35945
2019,126.7708333,518.42739,268.4962,95.165,4.1035,1.8748,0.33651
2019,126.7916667,762.38484,256.8789,95.146,5.2592,1.7376,0.33026
2019,126.8125,748.48228,261.4179,95.125,5.3122,2.3734,0.31271
2019,126.8333333,752.86973,262.0976,95.118,5.5282,2.5013,0.30701
2019,126.8541667,637.08717,272.4113,95.103,6.1862,1.7451,0.3138
2019,126.875,635.10461,268.7835,95.087,6.0825,1.9805,0.3013
2019,126.8958333,503.89206,264.5386,95.057,6.5444,2.2016,0.30197
2019,126.9166667,506.2395,272.9119,95.032,7.3259,1.3456,0.3055
2019,126.9375,396.12695,280.9474,95.018,7.1802,2.3611,0.30496
2019,126.9583333,485.49439,281.3723,95.007,7.7971,2.6198,0.29787
2019,126.9791667,275.23183,300.754,95,7.5286,2.7522,0.31347
2019,127,213.71928,297.4983,94.988,7.2958,3.8703,0.31568
2019,127.0208333,226.64672,289.1773,94.964,7.4423,3.6092,0.32059
2019,127.0416667,189.74417,274.5012,94.945,7.4542,3.5649,0.3233
2019,127.0625,59.912611,291.0284,94.942,6.8421,3.211,0.32799
2019,127.0833333,35.819055,300.0375,94.937,6.509,2.6866,0.33571
2019,127.1041667,17.617799,291.8372,94.923,6.1323,2.6382,0.33851
2019,127.125,6.5722426,254.1616,94.915,5.5461,3.1434,0.34348
2019,127.1458333,0,245.6165,94.926,4.5594,3.4937,0.37174
2019,127.1666667,0,248.4287,94.915,3.9604,3.4759,0.3882
2019,127.1875,0,240.057,94.903,3.4575,3.6338,0.39147
2019,127.2083333,0,235.7051,94.881,2.8992,3.2626,0.39617
2019,127.2291667,0,239.1951,94.866,2.5829,3.4805,0.39845
2019,127.25,0,244.2912,94.855,2.2531,3.1281,0.40107
2019,127.2708333,0,254.6579,94.84,2.0162,3.192,0.40456
2019,127.2916667,0,279.5232,94.842,1.9029,2.6025,0.40768
2019,127.3125,0,285.2581,94.829,1.7485,1.9325,0.40686
2019,127.3333333,0,300.2691,94.857,1.4098,2.3147,0.40142
2019,127.3541667,0,305.0252,94.851,1.5107,3.2309,0.39891
2019,127.375,0,298.8449,94.815,1.7334,3.1152,0.40162
2019,127.3958333,0,297.6785,94.794,2.011,3.2664,0.40076
2019,127.4166667,0,307.8806,94.785,2.2418,2.5237,0.40416
2019,127.4375,0,312.1235,94.789,1.9686,2.256,0.41389
2019,127.4583333,0,312.6032,94.769,1.9014,2.4485,0.41871
2019,127.4791667,0,312.4217,94.774,1.7994,2.6809,0.43373
2019,127.5,2.6841075,313.1015,94.784,1.5685,2.4278,0.46317
2019,127.5208333,11.510815,316.9732,94.79,1.6412,2.3543,0.4628
2019,127.5416667,65.451022,312.6362,94.791,1.9177,3.1,0.53824
2019,127.5625,82.043929,314.6266,94.819,1.8969,3.8173,0.58707
2019,127.5833333,101.67284,312.027,94.846,1.3033,4.7844,0.59112
2019,127.6041667,101.02474,310.2861,94.882,0.4969,4.2572,0.56837
2019,127.625,196.18265,305.8264,94.905,0.14269,5.1516,0.52694
2019,127.6458333,255.83856,298.8436,94.918,0.19244,5.4194,0.5187
2019,127.6666667,394.32446,298.5676,94.931,0.70871,5.4702,0.52496
2019,127.6875,575.59037,282.3961,94.943,1.956,4.6554,0.51087
2019,127.7083333,726.62628,253.3334,94.951,2.958,5.3475,0.49945
2019,127.7291667,864.13219,246.4414,94.973,3.2423,5.6343,0.49609
2019,127.75,744.71809,264.8128,94.968,3.812,5.2941,0.47711
2019,127.7708333,658.564,260.9522,94.985,4.0512,6.019,0.45918
2019,127.7916667,676.75991,256.4875,94.999,4.4813,5.9564,0.43301
2019,127.8125,793.25581,258.2269,95.015,5.1987,5.8815,0.39316
2019,127.8333333,704.71172,266.79,95.03,5.5099,6.4032,0.38771
2019,127.8541667,618.55763,271.1975,95.029,5.6125,6.4296,0.37909
2019,127.875,356.38353,269.0115,95.03,5.4067,5.6569,0.36193
2019,127.8958333,740.81944,264.5851,95.015,6.4734,6.5575,0.34876
2019,127.9166667,688.09535,265.3164,95.019,6.7664,5.9292,0.34646
2019,127.9375,608.90126,271.5341,95.034,6.7245,6.5251,0.34181
2019,127.9583333,395.82716,254.8378,95.047,6.506,6.0474,0.33096
2019,127.9791667,473.83307,260.8625,95.053,6.618,6.628,0.30996
2019,128,488.20898,270.648,95.066,7.1702,6.0085,0.30397
2019,128.0208333,290.26488,250.9499,95.093,6.4194,7.0304,0.29993
2019,128.0416667,289.86079,272.9539,95.114,6.3222,6.8966,0.32159
2019,128.0625,185.0867,263.1644,95.154,5.4977,6.1524,0.38969
2019,128.0833333,101.56761,278.0851,95.188,4.968,4.8116,0.39533
2019,128.1041667,34.060513,246.317,95.249,3.7043,5.9084,0.4844
2019,128.125,6.7157196,234.2757,95.293,2.6621,3.8884,0.51697
2019,128.1458333,0,279.2146,95.341,2.152,4.031,0.5359
2019,128.1666667,0,233.9037,95.378,1.3501,5.143,0.53032
2019,128.1875,0,226.0232,95.402,0.68767,4.3468,0.51744
2019,128.2083333,0,230.1084,95.421,0.15611,3.8389,0.52271
2019,128.2291667,0,225.7328,95.447,-0.23076,4.9436,0.51816
2019,128.25,0,259.0583,95.472,-0.43554,5.1461,0.51005
2019,128.2708333,0,220.1405,95.496,-0.90995,2.9592,0.49861
2019,128.2916667,0,217.9534,95.513,-1.3212,3.2806,0.49656
2019,128.3125,0,215.9731,95.517,-1.6586,2.7112,0.49582
2019,128.3333333,0,215.4717,95.533,-1.7842,2.3174,0.4949
