year,t,Rin,Rli,p,Ta,u,ea
2018,251,118.02099,340.0292,95.261,13.95,4.8571,0.89689
2018,251.0208333,62.533857,346.2472,95.231,13.667,4.8559,0.89635
2018,251.0416667,31.128726,332.8793,95.188,13.303,4.8065,0.90809
2018,251.0625,15.632594,323.351,95.144,12.795,4.7467,0.89779
2018,251.0833333,2.9738632,319.6191,95.118,12.383,4.5799,0.90053
2018,251.1041667,0,325.5807,95.135,12.009,4.2924,0.91152
2018,251.125,0,351.3605,95.118,11.47,4.1476,0.90744
2018,251.1458333,0,329.4348,95.093,11.017,4.2294,0.89641
2018,251.1666667,0,308.0786,95.07,11.077,4.138,0.92003
2018,251.1875,0,311.6112,95.039,10.816,4.002,0.93265
2018,251.2083333,0,294.1556,95.024,10.339,3.6547,0.92885
2018,251.2291667,0,292.5977,95.006,9.5991,3.4647,0.91365
2018,251.25,0,295.8044,94.984,9.0116,3.4143,0.89071
2018,251.2708333,0,296.6238,94.95,8.6488,3.6586,0.88044
2018,251.2916667,0,326.1532,94.914,8.8002,3.8064,0.88871
2018,251.3125,0,310.142,94.878,8.6547,3.6667,0.87057
2018,251.3333333,0,303.3347,94.837,8.3427,3.4759,0.83809
2018,251.3541667,0,297.014,94.788,7.892,3.4216,0.80961
2018,251.375,0,294.7449,94.738,7.7266,3.2355,0.80509
2018,251.3958333,0,298.3674,94.695,7.7502,3.4229,0.8186
2018,251.4166667,0,302.8146,94.657,7.7086,3.5543,0.83672
2018,251.4375,0,311.9814,94.625,7.5787,3.3479,0.85215
2018,251.4583333,0,307.4556,94.591,7.5828,3.3627,0.85973
2018,251.4791667,0,293.2985,94.547,7.2148,3.3482,0.83949
2018,251.5,0,291.6932,94.52,6.6568,3.4459,0.8149
2018,251.5208333,3.6124613,290.8007,94.484,6.3917,3.4221,0.80572
2018,251.5416667,25.402295,291.3487,94.454,6.5392,3.1332,0.81387
2018,251.5625,73.984528,293.3778,94.447,7.5776,3.4287,0.87639
2018,251.5833333,134.64576,295.4789,94.421,8.7885,3.5275,0.92725
2018,251.6041667,203.57699,297.8049,94.392,9.9307,3.9177,0.96772
2018,251.625,271.28823,300.9572,94.331,10.959,4.3213,0.99797
2018,251.6458333,336.41946,304.1663,94.299,11.787,4.4613,1.0167
2018,251.6666667,368.53069,307.2264,94.274,12.838,4.414,1.0636
2018,251.6875,376.33193,309.2208,94.237,13.019,4.7513,1.0538
2018,251.7083333,478.46316,310.6275,94.179,13.844,4.2794,1.0916
2018,251.7291667,505.08439,313.0395,94.147,14.801,4.0697,1.1519
2018,251.75,461.51563,316.9942,94.114,15.165,4.0549,1.1999
2018,251.7708333,463.99686,323.339,94.063,15.522,4.4069,1.2513
2018,251.7916667,548.18809,324.6199,94.031,16.465,4.0696,1.3504
2018,251.8125,537.21933,326.5277,94.034,15.934,4.9449,1.298
2018,251.8333333,520.18056,328.9421,93.984,15.88,4.7028,1.2774
2018,251.8541667,432.42179,325.9443,93.953,16.373,4.1996,1.2927
2018,251.875,378.26303,331.3768,93.966,16.965,3.6314,1.3312
2018,251.8958333,391.06426,331.4141,93.952,17.077,3.5838,1.3135
2018,251.9166667,435.54549,329.787,93.921,17.401,2.8258,1.3342
2018,251.9375,307.72673,331.8703,93.894,17.139,2.8875,1.3239
2018,251.9583333,222.09796,332.4674,93.871,16.912,3.0168,1.3072
2018,251.9791667,141.20919,332.9816,93.876,16.596,2.9158,1.2935
2018,252,91.847427,335.8567,93.857,16.164,3.1694,1.2955
2018,252.0208333,60.26966,336.8499,93.857,15.736,3.0247,1.292
2018,252.0416667,34.941893,335.0563,93.832,15.287,3.4343,1.2814
2018,252.0625,8.8355267,349.7351,93.818,14.722,3.8372,1.2695
2018,252.0833333,0,353.2558,93.809,14.144,3.4244,1.2629
2018,252.1041667,0,343.6523,93.804,13.7,2.7863,1.2544
2018,252.125,0,341.2294,93.79,13.278,2.9358,1.2459
2018,252.1458333,0,333.3257,93.763,12.876,2.396,1.2388
2018,252.1666667,0,333.5762,93.74,12.513,2.7281,1.2301
2018,252.1875,0,336.8527,93.715,12.349,2.5989,1.2419
2018,252.2083333,0,334.5388,93.697,12.143,2.454,1.2536
2018,252.2291667,0,328.4114,93.678,11.904,2.3466,1.252
2018,252.25,0,343.0236,93.654,11.648,1.9472,1.2444
2018,252.2708333,0,333.7929,93.649,11.57,1.962,1.2476
2018,252.2916667,0,319.9991,93.634,11.485,1.9405,1.246
2018,252.3125,0,320.912,93.599,11.387,1.7273,1.2393
2018,252.3333333,0,314.9969,93.586,11.391,1.1469,1.2483
2018,252.3541667,0,310.0513,93.563,11.367,1.269,1.2437
2018,252.375,0,362.1061,93.556,11.166,3.1856,1.2427
2018,252.3958333,0,372.2272,93.551,11.412,2.3751,1.27
2018,252.4166667,0,371.1074,93.546,11.603,1.5369,1.2898
2018,252.4375,0,368.5345,93.53,11.699,1.0225,1.2732
2018,252.4583333,0,368.546,93.544,11.748,0.35706,1.2674
2018,252.4791667,0,367.3015,93.548,11.839,0.80191,1.2669
2018,252.5,0,365.7414,93.558,11.864,1.0545,1.2606
2018,252.5208333,0,365.6532,93.574,11.936,1.321,1.2656
2018,252.5416667,2.7995934,353.1842,93.577,12.18,1.8583,1.2888
2018,252.5625,21.97276,357.4762,93.599,12.224,2.297,1.2892
2018,252.5833333,40.421427,358.459,93.622,12.152,2.4272,1.2749
2018,252.6041667,33.807094,367.0258,93.647,12.232,2.5684,1.2747
2018,252.625,44.29776,369.8437,93.651,12.47,3.7634,1.2974
2018,252.6458333,49.620427,373.1217,93.652,12.658,4.0372,1.2916
2018,252.6666667,37.566094,372.6346,93.664,13.009,4.0002,1.2979
2018,252.6875,40.00976,374.6692,93.677,12.751,3.7804,1.2736
2018,252.7083333,57.018427,375.9927,93.686,12.799,3.9126,1.2713
2018,252.7291667,55.885094,374.0345,93.703,12.855,4.1286,1.2861
2018,252.75,99.422761,370.7002,93.716,12.718,5.3022,1.2635
2018,252.7708333,108.78343,369.3183,93.713,12.583,4.4539,1.3174
2018,252.7916667,127.56409,372.3574,93.707,12.577,4.926,1.2853
2018,252.8125,158.06276,371.3444,93.724,12.57,5.5428,1.2591
2018,252.8333333,130.80143,369.2176,93.759,12.45,5.6874,1.2719
2018,252.8541667,70.151094,369.2756,93.785,12.073,4.2878,1.2232
2018,252.875,52.650761,370.0056,93.802,11.54,4.0202,1.1497
2018,252.8958333,74.279428,369.2835,93.822,11.402,5.1651,1.1685
2018,252.9166667,81.825094,366.8195,93.836,11.468,4.664,1.1951
2018,252.9375,128.62476,364.2739,93.842,11.686,4.9496,1.169
2018,252.9583333,100.85043,360.6335,93.841,11.583,5.6755,1.1358
2018,252.9791667,104.96509,361.1274,93.858,11.416,5.2355,1.1028
2018,253,55.200761,360.4728,93.883,10.878,5.3826,1.0617
2018,253.0208333,30.996428,361.6017,93.906,10.491,4.8579,1.0468
2018,253.0416667,20.530095,361.3659,93.927,10.257,5.448,1.0495
2018,253.0625,8.6162113,361.3493,93.944,9.9841,5.1631,1.0607
2018,253.0833333,0,360.6146,93.961,9.8119,5.1937,1.0685
2018,253.1041667,0,359.1502,93.985,9.6486,5.5395,1.0517
2018,253.125,0,357.1629,94.019,9.4107,5.8504,1.0414
2018,253.1458333,0,356.3119,94.054,9.31,5.5212,1.051
2018,253.1666667,0,354.3068,94.081,8.9994,5.858,1.0138
2018,253.1875,0,353.5162,94.123,8.6744,5.5408,1.0036
2018,253.2083333,0,347.4651,94.151,8.3944,6.1573,1.0088
2018,253.2291667,0,347.9324,94.162,8.0751,4.8848,0.99164
2018,253.25,0,348.7928,94.178,7.628,4.4063,0.95591
2018,253.2708333,0,345.8937,94.198,7.5734,6.0652,0.95928
2018,253.2916667,0,345.4987,94.225,7.3466,5.3234,0.94513
2018,253.3125,0,344.3571,94.229,7.0531,4.3167,0.91014
2018,253.3333333,0,344.2784,94.244,6.7693,3.4838,0.88565
2018,253.3541667,0,343.164,94.252,6.7352,3.4521,0.88832
2018,253.375,0,342.3664,94.266,6.6033,3.7215,0.90098
2018,253.3958333,0,341.9118,94.256,6.4647,3.1329,0.89666
2018,253.4166667,0,342.4119,94.27,6.2987,3.1629,0.89352
2018,253.4375,0,342.7904,94.299,6.0307,3.4372,0.87943
2018,253.4583333,0,341.487,94.321,5.9545,2.9972,0.87611
2018,253.4791667,0,341.0377,94.325,5.9343,3.4877,0.87654
2018,253.5,0,340.0203,94.312,6.1972,3.4267,0.89346
2018,253.5208333,1.0331871,337.3162,94.317,6.2182,3.1054,0.89557
2018,253.5416667,12.87305,334.4843,94.318,6.2497,2.6468,0.89796
2018,253.5625,43.954813,328.7828,94.334,6.406,2.1137,0.90628
2018,253.5833333,76.429977,338.5044,94.351,6.611,3.13,0.91733
2018,253.6041667,109.52714,337.016,94.352,6.8055,3.1311,0.9187
2018,253.625,129.4063,340.4669,94.366,6.7018,2.0912,0.89851
2018,253.6458333,196.21547,338.2552,94.368,7.3429,2.1707,0.92848
2018,253.6666667,162.09463,334.8309,94.376,7.646,1.7823,0.93298
2018,253.6875,149.61379,341.8957,94.384,7.4196,1.9761,0.88675
2018,253.7083333,175.04296,341.703,94.373,7.47,2.0633,0.89633
2018,253.7291667,231.97212,339.6059,94.36,7.764,2.276,0.89112
2018,253.75,212.16128,342.2488,94.352,7.9235,2.1004,0.87774
2018,253.7708333,136.40044,342.9389,94.341,7.9407,1.736,0.86475
2018,253.7916667,208.97961,343.3578,94.306,8.2474,1.4242,0.87822
2018,253.8125,291.83877,344.3315,94.258,8.7797,1.867,0.91011
2018,253.8333333,227.33793,346.4596,94.225,9.1163,1.9246,0.91025
2018,253.8541667,188.3171,347.0303,94.202,9.1111,1.7703,0.91805
2018,253.875,111.78626,347.7253,94.178,9.3037,1.3488,0.90476
2018,253.8958333,108.95542,348.0022,94.144,9.3573,1.7703,0.89717
2018,253.9166667,131.52459,348.6682,94.107,9.6044,2.1093,0.90352
2018,253.9375,175.74375,348.4122,94.083,10.012,2.3959,0.917
2018,253.9583333,103.77291,348.3356,94.067,10.063,1.9341,0.91361
2018,253.9791667,34.487076,349.4424,94.078,9.716,2.4404,0.90168
2018,254,36.874239,347.3457,94.06,9.5663,2.6475,0.90735
2018,254.0208333,12.116803,347.717,94.04,8.8717,2.5791,0.88297
2018,254.0416667,5.0361857,346.1872,94.015,8.6373,2.3195,0.88527
2018,254.0625,0.32172886,343.4568,94.003,8.334,2.0816,0.88098
2018,254.0833333,0,341.9266,94.006,8.0001,2.3141,0.87435
2018,254.1041667,0,340.2639,93.971,7.7305,2.7282,0.87236
2018,254.125,0,339.7542,93.983,7.601,1.9921,0.86129
2018,254.1458333,0,336.9934,93.944,7.4671,2.5405,0.86837
2018,254.1666667,0,335.096,93.915,7.399,2.5291,0.88472
2018,254.1875,0,341.5417,93.914,7.3328,2.6087,0.8779
2018,254.2083333,0,340.7438,93.874,7.2833,2.7633,0.88264
2018,254.2291667,0,340.0367,93.847,7.2263,2.7319,0.88152
2018,254.25,0,341.8723,93.791,7.1853,3.1623,0.88586
2018,254.2708333,0,343.6027,93.79,7.1194,2.0762,0.90142
2018,254.2916667,0,344.0499,93.765,6.4558,2.6548,0.87623
2018,254.3125,0,340.6041,93.723,6.3509,2.7763,0.88393
2018,254.3333333,0,340.7925,93.708,6.2725,2.8906,0.88491
2018,254.3541667,0,339.5418,93.688,6.1909,2.8713,0.88411
2018,254.375,0,338.9213,93.684,6.1169,3.0578,0.88181
2018,254.3958333,0,342.591,93.712,6.0671,1.779,0.88057
2018,254.4166667,0,342.0163,93.713,6.0264,2.1643,0.87925
2018,254.4375,0,340.0668,93.714,5.9149,1.9592,0.87318
2018,254.4583333,0,340.5434,93.721,5.8232,2.0578,0.86812
2018,254.4791667,0,336.6651,93.703,5.8312,2.2905,0.86939
2018,254.5,0,329.3235,93.703,5.7972,2.0262,0.8677
2018,254.5208333,0,310.3813,93.721,5.768,2.1695,0.8661
2018,254.5416667,11.459527,309.6823,93.745,5.6295,2.0556,0.8581
2018,254.5625,20.898989,313.9716,93.765,5.7105,0.95658,0.86307
2018,254.5833333,73.829552,329.1663,93.795,6.1501,0.24901,0.88896
2018,254.6041667,145.23711,298.6785,93.807,6.8285,1.8001,0.92824
2018,254.625,208.58168,318.2505,93.812,7.4883,2.1223,0.93232
2018,254.6458333,155.31624,341.1925,93.828,7.6157,1.8738,0.90063
2018,254.6666667,144.8308,343.937,93.858,7.5664,2.0478,0.87889
2018,254.6875,212.31536,345.8612,93.88,7.7011,2.1142,0.89002
2018,254.7083333,264.04993,343.7492,93.89,8.1861,3.1713,0.89991
2018,254.7291667,177.44449,346.308,93.912,8.0946,3.556,0.90932
2018,254.75,257.38905,342.6724,93.931,8.6888,3.3606,0.96154
2018,254.7708333,226.28361,342.56,93.947,8.8768,2.6482,0.98104
2018,254.7916667,428.69818,315.3215,93.969,9.3778,3.3812,1.038
2018,254.8125,183.74274,341.5698,93.996,9.2467,3.2369,0.96577
2018,254.8333333,325.4173,337.8639,94.022,9.8416,2.701,0.93414
2018,254.8541667,252.87186,341.6685,94.053,9.6505,3.208,0.91847
2018,254.875,240.05643,341.5877,94.07,9.7577,3.0876,0.88608
2018,254.8958333,205.73099,343.9023,94.087,9.8135,3.0364,0.88355
2018,254.9166667,161.44555,344.7205,94.111,9.4407,2.3511,0.85017
2018,254.9375,155.35011,344.3245,94.127,9.6269,2.8871,0.84909
2018,254.9583333,105.35468,344.0826,94.149,9.389,3.2319,0.84998
2018,254.9791667,69.554239,347.9322,94.178,8.2241,2.2327,0.80404
2018,255,93.775802,342.1102,94.2,8.9604,1.5826,0.88489
2018,255.0208333,52.499364,339.6705,94.217,8.7471,2.5798,0.88214
2018,255.0416667,17.280127,342.7508,94.249,8.3585,1.8604,0.8806
2018,255.0625,4.5435895,337.4942,94.274,7.9484,0.82315,0.86948
2018,255.0833333,0,343.129,94.308,7.2674,1.9943,0.83523
2018,255.1041667,0,328.883,94.322,7.0504,1.4745,0.83546
2018,255.125,0,304.5915,94.348,6.954,0.65204,0.83514
2018,255.1458333,0,331.7939,94.37,7.0099,1.1453,0.8318
2018,255.1666667,0,335.1912,94.379,6.9546,0.87266,0.83841
2018,255.1875,0,332.5289,94.393,6.9659,0.94009,0.84896
2018,255.2083333,0,329.5442,94.414,6.9194,0.71843,0.83627
2018,255.2291667,0,328.9743,94.437,6.8011,0.66105,0.83035
2018,255.25,0,329.8313,94.46,6.769,0.57015,0.83461
2018,255.2708333,0,331.4215,94.486,7.0837,0.50409,0.86398
2018,255.2916667,0,305.6377,94.498,6.7339,0.25185,0.85924
2018,255.3125,0,308.0604,94.505,6.553,0.41739,0.85882
2018,255.3333333,0,331.5593,94.51,6.2993,1.0409,0.83009
2018,255.3541667,0,332.3582,94.526,6.002,0.99048,0.80747
2018,255.375,0,331.3409,94.537,5.8115,0.60793,0.80128
2018,255.3958333,0,331.2933,94.533,5.6814,1.7627,0.80492
2018,255.4166667,0,338.2785,94.531,5.5844,1.5725,0.81422
2018,255.4375,0,341.242,94.524,5.4571,1.1988,0.82578
2018,255.4583333,0,343.8847,94.526,5.655,1.6528,0.84313
2018,255.4791667,0,343.8704,94.536,5.9045,1.6039,0.85725
2018,255.5,0,343.4368,94.539,6.0986,1.955,0.87219
2018,255.5208333,0,344.776,94.544,6.2475,2.012,0.88367
2018,255.5416667,6.3327899,345.1255,94.554,6.3465,1.8249,0.89126
2018,255.5625,12.47534,344.951,94.536,6.3961,1.7883,0.89681
2018,255.5833333,25.43719,344.79,94.515,6.4956,1.973,0.90442
2018,255.6041667,44.72424,344.4166,94.512,6.6432,2.5011,0.91447
2018,255.625,41.85329,345.6369,94.54,6.7767,2.7976,0.9234
2018,255.6458333,56.56734,347.3067,94.553,6.9332,3.0529,0.93418
2018,255.6666667,78.924389,347.9157,94.555,7.1312,2.615,0.94621
2018,255.6875,142.49544,348.7373,94.529,7.5262,2.9515,0.95567
2018,255.7083333,169.94549,351.5884,94.524,8.2045,2.8455,0.9814
2018,255.7291667,233.93554,347.6048,94.499,8.6055,2.8383,0.9991
2018,255.75,293.16559,346.7643,94.471,9.3697,3.0736,1.0354
2018,255.7708333,227.71564,350.1943,94.448,9.6122,3.6702,1.0457
2018,255.7916667,234.04569,347.8402,94.423,10.036,3.6346,1.0513
2018,255.8125,139.13574,348.1429,94.394,10.051,3.6347,1.0169
2018,255.8333333,173.41579,345.9841,94.358,10.461,3.6368,1.0355
2018,255.8541667,136.52584,348.5963,94.333,10.559,4.4146,1.0472
2018,255.875,194.31589,348.0203,94.309,10.827,4.1078,1.0546
2018,255.8958333,164.23594,345.8626,94.266,11.118,4.1224,1.0385
2018,255.9166667,139.23599,349.2777,94.232,11.208,4.2843,1.0728
2018,255.9375,47.899039,355.6784,94.21,10.638,3.1823,1.0408
2018,255.9583333,44.138088,354.7213,94.19,10.332,3.0419,1.0052
2018,255.9791667,55.035138,352.6424,94.17,10.347,2.8784,1.0178
2018,256,47.333188,352.3631,94.165,10.356,2.9892,1.1268
2018,256.0208333,19.417138,356.5533,94.165,9.8921,3.0404,1.1178
2018,256.0416667,12.452688,356.4155,94.142,9.9155,2.5731,1.1289
2018,256.0625,8.5676381,355.6474,94.124,10.069,2.4755,1.1325
2018,256.0833333,0,358.7473,94.123,9.8568,2.4856,1.1159
2018,256.1041667,0,359.3353,94.12,9.8289,2.4746,1.1113
2018,256.125,0,359.163,94.115,9.9171,3.1194,1.1119
2018,256.1458333,0,358.6187,94.122,9.9255,3.6372,1.1146
2018,256.1666667,0,357.4248,94.122,9.7372,3.6268,1.1009
2018,256.1875,0,357.6707,94.109,9.5067,2.8551,1.0787
2018,256.2083333,0,360.0878,94.095,9.2662,2.9895,1.0563
2018,256.2291667,0,360.0355,94.098,9.2717,3.0675,1.068
2018,256.25,0,354.0591,94.121,8.0953,3.5987,0.99458
2018,256.2708333,0,346.8168,94.162,6.9548,3.6047,0.92439
2018,256.2916667,0,343.4724,94.157,6.3234,3.0509,0.88948
2018,256.3125,0,342.1768,94.159,5.9668,3.1484,0.86701
2018,256.3333333,0,339.9742,94.151,5.652,3.2424,0.83995
2018,256.3541667,0,336.14,94.153,5.1065,3.3534,0.80906
2018,256.375,0,331.9948,94.174,4.9614,2.8909,0.79926
2018,256.3958333,0,333.3387,94.198,4.9948,2.7889,0.803
2018,256.4166667,0,330.3619,94.202,4.4195,3.7877,0.76914
2018,256.4375,0,326.8486,94.227,3.944,3.8232,0.75635
2018,256.4583333,0,329.0297,94.242,3.5458,3.438,0.72782
2018,256.4791667,0,328.1218,94.246,3.2719,3.0807,0.70649
2018,256.5,0,324.6794,94.247,3.1304,3.57,0.69849
2018,256.5208333,0,324.9136,94.266,2.9874,3.1541,0.6885
2018,256.5416667,10.15918,319.9356,94.264,2.9823,3.3,0.68849
2018,256.5625,44.788671,318.73,94.285,3.0788,2.8559,0.69441
2018,256.5833333,59.124963,322.1127,94.327,3.0373,3.0628,0.69257
2018,256.6041667,74.122254,326.0808,94.356,2.8717,2.9565,0.6817
2018,256.625,106.07655,324.5305,94.355,2.9471,2.9505,0.68632
2018,256.6458333,101.16284,325.3601,94.378,3.2731,1.6707,0.68039
2018,256.6666667,98.532129,324.5426,94.412,3.3768,2.006,0.67654
2018,256.6875,133.79242,326.0001,94.402,3.6453,2.5791,0.67391
2018,256.7083333,168.31271,326.4745,94.421,4.0534,2.6641,0.68605
2018,256.7291667,304.043,326.0514,94.42,4.7788,3.2321,0.71858
2018,256.75,427.4233,315.1664,94.406,5.1539,4.4933,0.71913
2018,256.7708333,388.66359,323.506,94.42,5.2645,4.2322,0.71356
2018,256.7916667,294.55388,328.5925,94.414,5.4543,3.2658,0.71286
2018,256.8125,264.09417,331.8851,94.458,5.7816,2.4337,0.71056
2018,256.8333333,259.57446,330.9876,94.479,5.8694,2.8017,0.7041
2018,256.8541667,219.20475,330.9871,94.479,6.0684,2.2925,0.71583
2018,256.875,156.79504,330.5663,94.49,5.9108,2.5517,0.70838
2018,256.8958333,91.013336,329.9248,94.525,5.7115,2.6439,0.69855
2018,256.9166667,106.37163,332.1707,94.526,4.9916,2.5537,0.67143
2018,256.9375,131.58592,331.3072,94.528,5.3455,2.5236,0.70195
2018,256.9583333,27.230211,331.3245,94.571,5.0973,2.2756,0.69982
2018,256.9791667,25.754502,331.707,94.587,4.6078,2.3809,0.68302
2018,257,15.846194,333.5057,94.607,4.1119,2.494,0.66583
2018,257.0208333,19.930085,331.413,94.615,3.7054,3.1547,0.65612
2018,257.0416667,8.7951769,329.1277,94.634,3.3092,2.7143,0.6525
2018,257.0625,2.3975684,327.1704,94.655,3.0313,2.6897,0.64719
2018,257.0833333,0,326.1712,94.695,2.8175,2.4004,0.64066
2018,257.1041667,0,323.8087,94.723,2.4865,2.6966,0.63119
2018,257.125,0,321.9201,94.744,2.2028,2.9866,0.62231
2018,257.1458333,0,321.1376,94.772,2.0033,3.1281,0.61664
2018,257.1666667,0,319.5468,94.791,1.8,3.1575,0.61369
2018,257.1875,0,318.9506,94.811,1.7278,2.7467,0.6176
2018,257.2083333,0,317.4639,94.84,1.5163,2.9664,0.61544
2018,257.2291667,0,317.2823,94.858,1.5178,3.0697,0.61776
2018,257.25,0,314.455,94.88,1.4189,3.1376,0.6166
2018,257.2708333,0,313.2619,94.898,1.2799,2.9791,0.61128
2018,257.2916667,0,313.0713,94.944,1.13,2.5815,0.61194
2018,257.3125,0,314.9998,94.979,1.3118,2.2874,0.61722
2018,257.3333333,0,316.2916,95.008,1.1771,2.5684,0.60685
2018,257.3541667,0,314.3374,95.023,0.90189,2.6892,0.58916
2018,257.375,0,312.6919,95.033,0.82741,2.4187,0.58636
2018,257.3958333,0,301.7589,95.05,0.81687,3.2402,0.58761
2018,257.4166667,0,301.0742,95.095,0.76277,3.0256,0.59088
2018,257.4375,0,304.7567,95.124,0.61691,2.952,0.58758
2018,257.4583333,0,303.0903,95.159,0.26953,3.0251,0.57545
2018,257.4791667,0,284.0489,95.179,0.29686,3.2366,0.57917
2018,257.5,0,262.1104,95.203,0.20276,2.6515,0.56782
2018,257.5208333,0,263.8816,95.236,0.16887,2.3297,0.55421
2018,257.5416667,14.353205,300.9535,95.275,0.29658,2.62,0.55843
2018,257.5625,33.761223,301.7553,95.307,0.40553,2.4622,0.56176
2018,257.5833333,74.02924,294.6666,95.322,0.54581,2.4903,0.56042
2018,257.6041667,76.824257,306.6201,95.357,0.76497,1.7974,0.55277
2018,257.625,85.254275,311.3205,95.376,0.97912,1.8259,0.5415
2018,257.6458333,149.00929,308.9777,95.409,1.306,2.1423,0.5265
2018,257.6666667,144.86631,310.5664,95.45,1.5879,2.1314,0.49953
2018,257.6875,119.91333,312.2415,95.487,1.417,1.5824,0.49896
2018,257.7083333,119.14034,313.706,95.505,0.7255,1.0209,0.46923
2018,257.7291667,248.44736,312.5725,95.508,1.8653,0.87812,0.47032
2018,257.75,247.73438,313.547,95.511,2.8831,1.4896,0.49199
2018,257.7708333,452.2814,297.2129,95.512,3.4606,2.9072,0.55596
2018,257.7916667,362.34841,297.6184,95.509,3.9319,1.5485,0.52727
2018,257.8125,339.48543,304.8609,95.514,3.8456,2.5194,0.52739
2018,257.8333333,245.59245,307.5739,95.527,3.8024,2.1751,0.53481
2018,257.8541667,230.77947,306.9569,95.532,3.784,2.3833,0.51724
2018,257.875,172.88648,308.0494,95.542,3.8223,1.6686,0.49765
2018,257.8958333,214.1135,306.6802,95.544,4.1028,1.8971,0.51697
2018,257.9166667,173.95052,308.3406,95.549,4.1893,1.6487,0.50993
2018,257.9375,144.50753,308.4957,95.561,4.1731,1.3553,0.50182
2018,257.9583333,139.07455,306.2362,95.561,4.2035,1.6341,0.49327
2018,257.9791667,101.94757,305.933,95.564,4.0996,2.0411,0.50029
2018,258,64.442587,308.0154,95.587,3.965,1.1619,0.50373
2018,258.0208333,36.259604,306.1183,95.592,3.7348,1.3093,0.49868
2018,258.0416667,10.240311,307.9994,95.595,3.4715,1.2916,0.51403
2018,258.0625,0,306.9223,95.595,3.2244,1.1321,0.53741
2018,258.0833333,0,305.8438,95.609,2.9714,1.9074,0.544
2018,258.1041667,0,305.4957,95.627,2.6612,1.8809,0.5332
2018,258.125,0,304.9088,95.651,2.606,2.3429,0.53777
2018,258.1458333,0,302.068,95.664,2.3098,2.1891,0.54191
2018,258.1666667,0,296.7761,95.671,2.1311,2.038,0.53677
2018,258.1875,0,296.1533,95.672,1.8228,1.63,0.5296
2018,258.2083333,0,295.9846,95.682,1.8584,1.3076,0.53249
2018,258.2291667,0,298.8231,95.705,1.6498,1.1977,0.53279
2018,258.25,0,302.1085,95.714,1.5615,0.94577,0.53222
2018,258.2708333,0,302.4804,95.722,1.4723,0.9931,0.53862
2018,258.2916667,0,302.4268,95.721,1.4097,0.39822,0.53666
2018,258.3125,0,292.2098,95.715,1.3535,0.66951,0.53215
2018,258.3333333,0,264.1365,95.72,1.2952,1.1023,0.50889
2018,258.3541667,0,275.0911,95.717,1.3243,1.2591,0.50555
2018,258.375,0,259.8033,95.713,1.3139,1.5768,0.5092
2018,258.3958333,0,244.3575,95.713,1.1008,1.2402,0.49896
2018,258.4166667,0,259.243,95.731,0.91994,1.5384,0.49035
2018,258.4375,0,281.904,95.735,0.76955,1.1489,0.48652
2018,258.4583333,0,279.6927,95.725,0.65403,1.3448,0.49377
2018,258.4791667,0,284.411,95.724,0.54162,1.3866,0.47905
2018,258.5,0,304.4259,95.715,0.71807,1.718,0.49219
2018,258.5208333,0,305.6179,95.718,0.63409,1.708,0.47156
2018,258.5416667,6.8310124,304.6962,95.721,0.59081,1.8015,0.46528
2018,258.5625,26.924017,305.1884,95.727,0.71674,1.5327,0.46341
2018,258.5833333,54.105721,303.1243,95.71,0.77979,1.1363,0.46049
2018,258.6041667,137.14843,303.7789,95.699,1.647,0.76658,0.50835
2018,258.625,138.58913,305.4673,95.695,2.5534,2.0213,0.53633
2018,258.6458333,237.62983,299.7641,95.672,3.6103,2.5619,0.5861
2018,258.6666667,176.87054,310.4889,95.68,4.1368,2.8651,0.61726
2018,258.6875,198.84124,312.3037,95.683,4.5311,2.3982,0.62192
2018,258.7083333,248.98195,312.9768,95.669,5.0346,2.5348,0.61483
2018,258.7291667,348.24265,309.9177,95.641,5.5841,3.4791,0.57734
2018,258.75,345.60336,307.0346,95.595,6.0046,3.1979,0.54942
2018,258.7708333,530.65406,300.252,95.585,6.5902,3.6105,0.56613
2018,258.7916667,393.49477,302.7987,95.573,6.6817,4.2155,0.59521
2018,258.8125,255.31547,319.7341,95.558,6.5942,3.6006,0.64891
2018,258.8333333,351.74617,311.6727,95.533,6.8995,3.2959,0.66113
2018,258.8541667,283.20688,311.1865,95.488,6.8584,3.5217,0.66582
2018,258.875,180.11758,320.6778,95.469,6.3306,3.7349,0.63451
2018,258.8958333,219.42829,310.7351,95.438,6.1852,3.8944,0.62876
2018,258.9166667,177.93899,310.9541,95.394,6.1102,3.904,0.62177
2018,258.9375,143.1397,315.4676,95.384,6.0073,4.3022,0.64009
2018,258.9583333,56.974401,325.0736,95.372,5.6881,4.2985,0.63007
2018,258.9791667,23.949106,325.7143,95.357,5.3289,4.0912,0.62645
2018,259,17.76461,326.869,95.337,4.8911,3.6637,0.60668
2018,259.0208333,12.192615,325.6703,95.307,4.5195,3.3293,0.60653
2018,259.0416667,5.0762191,325.8929,95.294,4.0014,2.8009,0.6301
2018,259.0625,3.9665236,325.7831,95.245,3.2322,3.7432,0.63041
2018,259.0833333,0,323.5248,95.261,3.0781,3.2534,0.64576
2018,259.1041667,0,321.4796,95.29,2.8301,3.2436,0.64005
2018,259.125,0,320.9467,95.319,2.4508,3.4671,0.62074
2018,259.1458333,0,322.1237,95.307,2.3957,4.3565,0.63337
